id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap,noise,bias,N_T,N_C,deg_overlap
1,toy,A-E,2.9948577331898094,3.046975592540356,3.046975592540382,2.8460817469866715,3.2478694380940922,1,0.10249685997638293,1,linear,1.550000000000182,0.17799999999988358,-0.018948948748038603,0.052117859350547135,100,100,high
2,toy,A-E,3.01561680089275,3.297824123475185,3.297824123475161,3.089722867091577,3.5059253798587453,0,0.10617411039978777,1,linear,1.6300000000001091,0.15899999999965075,0.21316846706040077,0.28220732258243597,100,100,high
3,toy,A-E,2.964675336127211,3.1895730986191912,3.1895730986191957,2.987984965668577,3.3911612315698143,0,0.10285108824011154,1,linear,1.33600000000024,0.16299999999955617,0.15585735469381026,0.224897762491981,100,100,high
4,toy,A-E,3.0094865006220126,3.0222356242521995,3.0222356242521657,2.80557082624568,3.2389004222586513,1,0.1105432642890233,1,linear,1.3829999999998108,0.18400000000019645,-0.06241194420666892,0.012749123630186432,100,100,high
5,toy,A-E,3.0270671935223943,3.0932484775518523,3.0932484775518465,2.8640429042544,3.3224540508492932,1,0.11694161902930959,1,linear,1.4030000000002474,0.1859999999996944,-0.008987514368600319,0.066181284029458,100,100,high
6,toy,A-E,3.0039205613833193,3.0525123353244377,3.05251233532442,2.8203626638837926,3.284662006765047,1,0.11844370991868748,1,linear,1.386000000000422,0.17699999999967986,-0.016027904189020264,0.048591773941118355,100,100,high
7,toy,A-E,3.004220879116461,2.9890333475521205,2.9890333475521156,2.777448444020262,3.200618251083969,1,0.10795148139380295,1,linear,1.518000000000029,0.15399999999954161,-0.0890225612110557,-0.015187531564340162,100,100,high
8,toy,A-E,3.0062578055252356,3.150013262837742,3.1500132628377404,2.9253841867507284,3.3746423389247524,1,0.11460667147296523,1,linear,1.2550000000001091,0.1679999999996653,0.07034291335903078,0.1437554573125066,100,100,high
9,toy,A-E,2.945587358979799,2.918514887092795,2.9185148870928064,2.6846903374290942,3.1523394367565185,1,0.11929823962434291,1,linear,1.2910000000001673,0.16599999999925785,-0.09921058689323244,-0.02707247188700368,100,100,high
10,toy,A-E,2.919945370643324,2.9105252923003038,2.9105252923003033,2.6785572036320153,3.1424933809685913,1,0.11835106564708578,1,linear,1.3019999999996799,0.1680000000005748,-0.07277396620462745,-0.009420078343019611,100,100,high
11,toy,A-E,3.011071948143467,3.182658869099681,3.1826588690996953,2.9519045880566637,3.413413150142727,1,0.11773177604236303,1,linear,1.2979999999997744,0.17199999999957072,0.09721316735769156,0.17158692095621486,100,100,high
12,toy,A-E,2.962367988778121,3.122845554462476,3.1228455544625002,2.8917468593512545,3.353944249573746,1,0.11790749750573769,1,linear,1.319999999999709,0.16300000000046566,0.09626108725100438,0.16047756568435467,100,100,high
13,toy,A-E,3.0444355105834093,3.25356187271473,3.2535598715444,3.0552250600396063,3.4518946830491934,0,0.1011912303595885,1,linear,1.3189999999995052,0.1640000000006694,0.14207602322890805,0.20912636213132263,100,100,high
14,toy,A-E,2.9795840182193674,2.9182462735557744,2.918255627472159,2.7288072889347985,3.1077039660095194,1,0.09665731558028598,1,linear,1.2989999999999782,0.19099999999980355,-0.13917297387728,-0.0613377446635921,100,100,high
15,toy,A-E,2.9825721102712737,3.0764579299743424,3.076457929974335,2.9003369215608896,3.25257893838778,1,0.08985765735379862,1,linear,1.58600000000024,0.14900000000034197,0.026648118176342245,0.0938858197030692,100,100,high
16,toy,A-E,2.973180910096201,3.01035713461658,3.0103590618458567,2.7610605408082223,3.259657582883491,1,0.12719312297838498,1,linear,1.3629999999993743,0.1710000000002765,-0.03700586456544339,0.03717622452037794,100,99.99999999999994,high
17,toy,A-E,3.003846935064984,3.0600666968727106,3.060066696872712,2.8651926980985696,3.2549406956468543,1,0.09942550957864403,1,linear,1.28899999999976,0.16899999999986903,-0.012071842597188392,0.056219761807727586,100,100,high
18,toy,A-E,3.0544768617523186,3.0237689142358724,3.0237689142358777,2.8263067812107305,3.221231047261025,1,0.10074598623731995,1,linear,1.3530000000000655,0.1679999999996653,-0.1034443754396864,-0.030707947516446232,100,100,high
19,toy,A-E,2.9906711167558795,2.9670743696810513,2.9671221320645365,2.7823195232234506,3.1519247409056224,1,0.0942870453270846,1,linear,1.748000000000502,0.20499999999992724,-0.10022130707417115,-0.02359674707482906,100,100,high
20,toy,A-E,2.95194296648555,2.9466352932080673,2.9466352932080717,2.7290747213216084,3.164195865094535,1,0.11100029177880777,1,linear,1.9989999999997963,0.6880000000001019,-0.07848723944940188,-0.005307673277483715,100,100,high
21,toy,A-E,3.053809393770509,3.3125777232621276,3.312577723262115,3.111846617241955,3.513308829282275,0,0.10241382960212249,1,linear,1.545999999999367,0.18500000000040018,0.19110894267670026,0.25876832949161876,100,100,high
22,toy,A-E,3.0951151939641175,3.179746139922093,3.179746139922106,2.9722180353726073,3.387274244471605,1,0.10588168599464222,1,linear,1.3789999999999054,0.19700000000011642,0.006390872347244026,0.08463094595797571,100,100,high
23,toy,A-E,3.030809639359136,3.2130535844426023,3.213053584442607,3.013374704276245,3.412732464608969,1,0.1018769796767154,1,linear,1.405999999999949,0.18700000000080763,0.10706154738897537,0.1822439450834663,100,100,high
24,toy,A-E,3.0405253653352653,3.277618628632296,3.277618628632303,3.0473290952825556,3.5079081619820505,0,0.11749465987232022,1,linear,1.389999999999418,0.17800000000079308,0.16008807197920227,0.23709326329703195,100,100,high
25,toy,A-E,3.000441319110262,3.2187792049580395,3.218749939209583,2.986033676826426,3.4514662015927398,1,0.11873278693018208,1,linear,1.631999999999607,0.15599999999994907,0.1427101717548326,0.21833788584777558,100,100,high
26,toy,A-E,3.048652035615288,3.2529889053935648,3.25298890539356,3.038190038209033,3.467787772578087,1,0.1095912587676158,1,linear,1.3890000000001237,0.15099999999983993,0.13218092848367438,0.2043368697782766,100,100,high
27,toy,A-E,2.9603150808440573,3.052788010616265,3.052788010616273,2.847922563697282,3.257653457535264,1,0.10452318720356678,1,linear,1.3630000000002838,0.1570000000001528,0.022829452511221454,0.09247292977220667,100,100,high
